Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price,Brand & Model,LitersinEngine,State
Isuzu,2018.0,MU-X,SUV,2018 Isuzu MU-X LS-M (4X2),USED,Automatic,"4 cyl, 3 L",Front,Diesel,8.0,98150.0,Silver,"Enfield, SA",4.0,SUV,4.0,7.0,36990.0,Isuzu MU-X,3.0,SA
Mitsubishi,2011.0,Outlander,SUV,2011 Mitsubishi Outlander LS (fwd),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.3,170664.0,Blue,"Lansvale, NSW",4.0,SUV,4.0,5.0,8990.0,Mitsubishi Outlander,2.4,NSW
Jaguar,2017.0,F-Pace,SUV,2017 Jaguar F-Pace 35T R-Sport,USED,Automatic,"6 cyl, 3 L",AWD,Premium,8.9,73840.0,Red,"North Strathfield, NSW",6.0,SUV,4.0,5.0,62950.0,Jaguar F-Pace,3.0,NSW
Kia,2020.0,Cerato,Hatchback,2020 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4,56189.0,White,"North Wollongong, NSW",4.0,Hatchback,5.0,5.0,21888.0,Kia Cerato,2.0,NSW
Toyota,2017.0,Hilux,Ute / Tray,2017 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5,116988.0,Black,"Liverpool, NSW",4.0,Ute / Tray,4.0,5.0,44888.0,Toyota Hilux,2.8,NSW
Toyota,2021.0,Kluger,SUV,2021 Toyota Kluger GXL Hybrid AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,5.6,48832.0,Grey,"Albion Park, NSW",4.0,SUV,5.0,7.0,64990.0,Toyota Kluger,2.5,NSW
Ford,2018.0,Focus,Hatchback,2018 Ford Focus Trend (5 YR),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.2,87239.0,Blue,"Yallah, NSW",4.0,Hatchback,5.0,5.0,19950.0,Ford Focus,1.5,NSW
Toyota,2023.0,RAV4,SUV,2023 Toyota RAV4 GX (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.0,559.0,White,"Hamilton East, NSW",4.0,SUV,5.0,5.0,45987.0,Toyota RAV4,2.0,NSW
Ford,2016.0,Ranger,Ute / Tray,2016 Ford Ranger XL 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.8,84841.0,White,"Mcgraths Hill, NSW",5.0,Ute / Tray,4.0,5.0,31999.0,Ford Ranger,3.2,NSW
Holden,1998.0,Jackaroo,SUV,1998 Holden Jackaroo Monterey (4X4),USED,Automatic,"6 cyl, 3.5 L",4WD,Unleaded,15.0,187400.0,Other,"Enfield, SA",6.0,SUV,4.0,7.0,10990.0,Holden Jackaroo,3.5,SA
Skoda,2023.0,Superb,Alto Skoda Artarmon New Cars,2023 Skoda Superb Sportline 206TSI (4X4),DEMO,Automatic,"4 cyl, 2 L",4WD,Premium,8.2,1500.0,Blue,"Artarmon, NSW",4.0,Wagon,4.0,5.0,73540.0,Skoda Superb,2.0,NSW
Toyota,2018.0,Corolla,Hatchback,2018 Toyota Corolla SX (hybrid),USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2,86578.0,Blue,"Albion Park Rail, NSW",4.0,Hatchback,5.0,5.0,29990.0,Toyota Corolla,1.8,NSW
Skoda,2022.0,Kamiq,Sydney City Skoda,2022 Skoda Kamiq Monte Carlo 110TSI,DEMO,Automatic,"4 cyl, 1.5 L",Front,Premium,5.6,534.0,White,"Mascot, NSW",4.0,SUV,4.0,5.0,42990.0,Skoda Kamiq,1.5,NSW
Holden,2018.0,Commodore,Hatchback,2018 Holden Commodore RS,USED,Automatic,"6 cyl, 3.6 L",AWD,Unleaded,8.9,73353.0,White,"Strathalbyn, SA",6.0,Hatchback,5.0,5.0,23980.0,Holden Commodore,3.6,SA
Renault,2014.0,Koleos,SUV,2014 Renault Koleos Bose SE (4X2),USED,Automatic,"4 cyl, 2.5 L",Front,Premium,9.3,92029.0,Grey,"Minchinbury, NSW",4.0,SUV,4.0,5.0,11995.0,Renault Koleos,2.5,NSW
Toyota,2020.0,RAV4,SUV,2020 Toyota RAV4 Cruiser (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.5,66795.0,Silver,"Tuggerah, NSW",4.0,SUV,5.0,5.0,45990.0,Toyota RAV4,2.0,NSW
Isuzu,2019.0,D-MAX,Ute / Tray,2019 Isuzu D-MAX SX HI-Ride (4X2),USED,Automatic,"4 cyl, 3 L",Rear,Diesel,7.7,110535.0,White,"Erina, NSW",4.0,Ute / Tray,4.0,5.0,33940.0,Isuzu D-MAX,3.0,NSW
Holden,2017.0,Barina,Hatchback,2017 Holden Barina LT,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,6.6,111156.0,Grey,"Windang, NSW",4.0,Hatchback,5.0,5.0,13888.0,Holden Barina,1.6,NSW
Lexus,2019.0,UX200,SUV,2019 Lexus UX200 Luxury +EP1,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,5.8,13442.0,Grey,"Waterloo, NSW",4.0,SUV,4.0,5.0,47900.0,Lexus UX200,2.0,NSW
Toyota,2021.0,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport + TR KIT,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.0,28247.0,White,"Brookvale, NSW",4.0,Hatchback,5.0,5.0,34888.0,Toyota Corolla,2.0,NSW
Kia,2010.0,RIO,Hatchback,2010 Kia RIO S,USED,Manual,"4 cyl, 1.4 L",Front,Unleaded,6.7,109417.0,White,"East Maitland, NSW",4.0,Hatchback,5.0,5.0,7986.0,Kia RIO,1.4,NSW
Mercedes-Benz,2010.0,R300,SUV,2010 Mercedes-Benz R300 CDI (awd),USED,Automatic,"6 cyl, 3 L",AWD,Diesel,9.3,123978.0,Silver,"Goolwa, SA",6.0,SUV,4.0,6.0,17990.0,Mercedes-Benz R300,3.0,SA
Volkswagen,2018.0,Tiguan,SUV,2018 Volkswagen Tiguan 132 TSI Comfortline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.5,95030.0,Grey,"Wollongong, NSW",4.0,SUV,4.0,5.0,27490.0,Volkswagen Tiguan,2.0,NSW
Toyota,2022.0,Corolla,Hatchback,2022 Toyota Corolla Ascent Sport + Conv PK Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.0,924.0,White,"Tuggerah, NSW",4.0,Hatchback,5.0,5.0,40990.0,Toyota Corolla,1.8,NSW
Hyundai,2014.0,Santa,SUV,2014 Hyundai Santa FE Highlander Crdi (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.3,92691.0,White,"Brookvale, NSW",4.0,SUV,4.0,7.0,25999.0,Hyundai Santa,2.2,NSW
Toyota,2020.0,Camry,Sedan,2020 Toyota Camry Ascent Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.2,52070.0,White,"North Wollongong, NSW",4.0,Sedan,4.0,5.0,37990.0,Toyota Camry,2.5,NSW
Hyundai,2017.0,Tucson,SUV,2017 Hyundai Tucson Highlander (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.8,92504.0,White,"Brookvale, NSW",4.0,SUV,4.0,5.0,29990.0,Hyundai Tucson,2.0,NSW
Volkswagen,2018.0,Tiguan,SUV,2018 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.1,58383.0,Grey,"Wollongong, NSW",4.0,SUV,4.0,5.0,39990.0,Volkswagen Tiguan,2.0,NSW
Toyota,2013.0,Hilux,Ute / Tray,2013 Toyota Hilux SR5 (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,8.3,419230.0,White,"Maryville, NSW",4.0,Ute / Tray,4.0,5.0,25980.0,Toyota Hilux,3.0,NSW
Land,2017.0,Rover,SUV,2017 Land Rover Discovery Sport TD4 150 SE 7 Seat,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.0,49987.0,White,"Haberfield, NSW",4.0,SUV,4.0,7.0,36945.0,Land Rover,2.0,NSW
Toyota,2019.0,RAV4,SUV,2019 Toyota RAV4 GXL AWD Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8,66228.0,Silver,"Mosman, NSW",4.0,SUV,5.0,5.0,44990.0,Toyota RAV4,2.5,NSW
Mercedes-Benz,2016.0,C250,Sedan,2016 Mercedes-Benz C250,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.0,65836.0,Blue,"Caringbah, NSW",4.0,Sedan,4.0,5.0,38888.0,Mercedes-Benz C250,2.0,NSW
MG,2019.0,ZS,SUV,2019 MG ZS Essence,USED,Automatic,"3 cyl, 1 L",Front,Unleaded,6.7,38285.0,Other,"Melrose Park, SA",3.0,SUV,4.0,5.0,20990.0,MG ZS,1.0,SA
Ford,2022.0,Puma,SUV,2022 Ford Puma ST-Line V,USED,Automatic,"3 cyl, 1 L",Front,Premium,5.3,4564.0,Grey,"Moss Vale, NSW",3.0,SUV,5.0,5.0,35950.0,Ford Puma,1.0,NSW
Mazda,2015.0,CX-5,SUV,2015 Mazda CX-5 Maxx Sport (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4,249049.0,White,"Medlow Bath, NSW",4.0,SUV,4.0,5.0,15990.0,Mazda CX-5,2.5,NSW
Ford,2012.0,Ranger,Ute / Tray,2012 Ford Ranger XLT 3.2 (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,9.4,255988.0,Grey,"Minchinbury, NSW",5.0,Ute / Tray,4.0,5.0,20995.0,Ford Ranger,3.2,NSW
Mitsubishi,2014.0,Mirage,Hatchback,2014 Mitsubishi Mirage LS,USED,Manual,"3 cyl, 1.2 L",Front,Unleaded,4.6,143629.0,Blue,"Seven Hills, NSW",3.0,Hatchback,5.0,5.0,7990.0,Mitsubishi Mirage,1.2,NSW
Mitsubishi,2021.0,Triton,Ute / Tray,2021 Mitsubishi Triton GLX-R (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6,74614.0,Red,"Tuggerah, NSW",4.0,Ute / Tray,4.0,5.0,49990.0,Mitsubishi Triton,2.4,NSW
BMW,2014.0,220D,Coupe,2014 BMW 220D Sport Line,USED,Automatic,"4 cyl, 2 L",Rear,Diesel,4.4,56877.0,Silver,"Beresfield, NSW",4.0,Coupe,2.0,4.0,28800.0,BMW 220D,2.0,NSW
Lexus,2013.0,RX270,SUV,2013 Lexus RX270 (FWD),USED,Automatic,"4 cyl, 2.7 L",Front,Unleaded,9.7,75497.0,Silver,"Castle Hill, NSW",4.0,SUV,4.0,5.0,27990.0,Lexus RX270,2.7,NSW
Holden,2010.0,Commodore,Ute / Tray,2010 Holden Commodore SS,USED,Manual,"8 cyl, 6 L",Rear,Unleaded,14.5,242000.0,Other,"Smithfield, NSW",8.0,Ute / Tray,2.0,2.0,15888.0,Holden Commodore,6.0,NSW
Hyundai,2019.0,Santa,SUV,2019 Hyundai Santa FE Highlander Crdi Satin AWD,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.5,65220.0,Grey,"Granville, NSW",4.0,SUV,4.0,7.0,47990.0,Hyundai Santa,2.2,NSW
Toyota,2018.0,Camry,Sedan,2018 Toyota Camry Ascent (hybrid),USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.2,154507.0,White,"Morphett Vale, SA",4.0,Sedan,4.0,5.0,30990.0,Toyota Camry,2.5,SA
Land,2017.0,Rover,SUV,2017 Land Rover Discovery TD6 HSE,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.2,92365.0,Other,"Wollongong, NSW",6.0,SUV,4.0,5.0,86990.0,Land Rover,3.0,NSW
Mazda,2020.0,CX-30,SUV,2020 Mazda CX-30 G25 Astina (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,6.8,51557.0,White,"Medlow Bath, NSW",4.0,SUV,4.0,5.0,38990.0,Mazda CX-30,2.5,NSW
Ford,2014.0,Mondeo,Wagon,2014 Ford Mondeo LX Tdci,USED,Automatic,"4 cyl, 2 L",Front,Diesel,6.2,170640.0,Black,"Minchinbury, NSW",4.0,Wagon,4.0,5.0,12995.0,Ford Mondeo,2.0,NSW
Toyota,2021.0,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport + TR KIT,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.0,51897.0,White,"Albion Park, NSW",4.0,Hatchback,5.0,5.0,28990.0,Toyota Corolla,2.0,NSW
Toyota,2017.0,Corolla,Hatchback,2017 Toyota Corolla Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.1,68659.0,White,"Melrose Park, SA",4.0,Hatchback,5.0,5.0,27980.0,Toyota Corolla,1.8,SA
Isuzu,2016.0,D-MAX,Ute / Tray,2016 Isuzu D-MAX SX (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.1,122884.0,White,"North Strathfield, NSW",4.0,Ute / Tray,2.0,4.0,34950.0,Isuzu D-MAX,3.0,NSW
Toyota,1998.0,Hilux,Ute / Tray,1998 Toyota Hilux (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,0.0,248767.0,White,"Minchinbury, NSW",4.0,Ute / Tray,2.0,3.0,15995.0,Toyota Hilux,3.0,NSW
Mazda,2012.0,CX-9,SUV,2012 Mazda CX-9 Luxury (fwd),USED,Automatic,"6 cyl, 3.7 L",Front,Unleaded,11.0,147532.0,White,"Minchinbury, NSW",6.0,SUV,4.0,7.0,19995.0,Mazda CX-9,3.7,NSW
Mazda,2007.0,6,Hatchback,2007 Mazda 6 Luxury Sports,USED,Manual,"4 cyl, 2.3 L",Front,Premium,8.8,177085.0,Red,"Cardiff, NSW",4.0,Hatchback,5.0,5.0,5950.0,Mazda 6,2.3,NSW
Ford,2015.0,Ranger,Ute / Tray,2015 Ford Ranger XL 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2,259107.0,White,"Minchinbury, NSW",5.0,Ute / Tray,4.0,5.0,24995.0,Ford Ranger,3.2,NSW
Hyundai,2014.0,I20,Hatchback,2014 Hyundai I20 Active,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.9,45900.0,Other,"Wollongong, NSW",4.0,Hatchback,3.0,5.0,12999.0,Hyundai I20,1.4,NSW
Nissan,2022.0,X-Trail,SUV,2022 Nissan X-Trail ST (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9,23044.0,White,"Narellan, NSW",4.0,SUV,4.0,5.0,31500.0,Nissan X-Trail,2.5,NSW
Toyota,2017.0,RAV4,SUV,2017 Toyota RAV4 GX (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.5,134809.0,White,"Melrose Park, SA",4.0,SUV,4.0,5.0,25990.0,Toyota RAV4,2.5,SA
Hyundai,2022.0,I30,Hatchback,2022 Hyundai I30 Elite,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4,5175.0,White,"Smeaton Grange, NSW",4.0,Hatchback,5.0,5.0,34880.0,Hyundai I30,2.0,NSW
Audi,2013.0,Q3,SUV,2013 Audi Q3 2.0 Tfsi Quattro (125KW),USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.7,88514.0,Black,"Wollongong, NSW",4.0,SUV,4.0,5.0,23990.0,Audi Q3,2.0,NSW
Ford,2017.0,Ranger,Ute / Tray,2017 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.9,171548.0,Grey,"Campbelltown, NSW",5.0,Ute / Tray,4.0,5.0,41990.0,Ford Ranger,3.2,NSW
Mazda,2023.0,BT-50,Blue Mountains Mazda,2023 Mazda BT-50 SP (4X4),DEMO,Automatic,"4 cyl, 3 L",4WD,Diesel,8.0,2600.0,Grey,"Medlow Bath, NSW",4.0,Ute / Tray,4.0,5.0,69990.0,Mazda BT-50,3.0,NSW
Toyota,2008.0,Prius,Hatchback,2008 Toyota Prius Hybrid,USED,Automatic,"4 cyl, 1.5 L",Front,Hybrid,4.4,313000.0,Other,"Campsie, NSW",4.0,Hatchback,5.0,5.0,10999.0,Toyota Prius,1.5,NSW
Mazda,2006.0,3,Sedan,2006 Mazda 3 SP23,USED,Automatic,"4 cyl, 2.3 L",Front,Unleaded,9.3,153798.0,Black,"Lidcombe, NSW",4.0,Sedan,4.0,5.0,9990.0,Mazda 3,2.3,NSW
Mitsubishi,2020.0,Eclipse,SUV,2020 Mitsubishi Eclipse Cross ES (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3,59996.0,White,"South Nowra, NSW",4.0,SUV,4.0,5.0,29990.0,Mitsubishi Eclipse,1.5,NSW
Kia,2018.0,Carnival,Wagon,2018 Kia Carnival S,USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,11.6,92993.0,Silver,"Cheltenham, SA",6.0,Wagon,4.0,8.0,31980.0,Kia Carnival,3.3,SA
Ford,2018.0,Ranger,Ute / Tray,2018 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,"4 cyl, 2.2 L",Rear,Diesel,7.8,52035.0,White,"Granville, NSW",4.0,Ute / Tray,4.0,5.0,32950.0,Ford Ranger,2.2,NSW
Ford,2022.0,Escape,SUV,2022 Ford Escape ST-Line (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.6,4403.0,Blue,"Moss Vale, NSW",4.0,SUV,4.0,5.0,42950.0,Ford Escape,2.0,NSW
Volkswagen,2015.0,Polo,Hatchback,2015 Volkswagen Polo 81 TSI Comfortline,USED,Manual,"4 cyl, 1.2 L",Front,Premium,4.9,84475.0,Black,"Five Dock, NSW",4.0,Hatchback,5.0,5.0,13990.0,Volkswagen Polo,1.2,NSW
Kia,2018.0,Cerato,Sedan,2018 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.1,19158.0,Blue,"Melrose Park, SA",4.0,Sedan,4.0,5.0,25990.0,Kia Cerato,2.0,SA
Mitsubishi,2019.0,Outlander,SUV,2019 Mitsubishi Outlander Black Edition 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2,51446.0,Red,"Wollongong, NSW",4.0,SUV,4.0,7.0,31990.0,Mitsubishi Outlander,2.4,NSW
Hyundai,2018.0,I30,Hatchback,2018 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4,86622.0,Blue,"Five Dock, NSW",4.0,Hatchback,4.0,5.0,21990.0,Hyundai I30,2.0,NSW
Toyota,2021.0,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.0,37637.0,White,"Homebush, NSW",4.0,Hatchback,5.0,5.0,28990.0,Toyota Corolla,2.0,NSW
Hyundai,2017.0,Santa,SUV,2017 Hyundai Santa FE Active X,USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,10.5,59804.0,Black,"North Wollongong, NSW",6.0,SUV,4.0,7.0,31990.0,Hyundai Santa,3.3,NSW
Holden,2010.0,Commodore,Wagon,2010 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,10.3,143690.0,Blue,"Saint Marys, NSW",6.0,Wagon,4.0,5.0,13990.0,Holden Commodore,3.6,NSW
Mazda,2013.0,2,Hatchback,2013 Mazda 2 NEO,USED,Manual,"4 cyl, 1.5 L",Front,Unleaded,6.4,101800.0,Silver,"Waratah, NSW",4.0,Hatchback,5.0,5.0,11990.0,Mazda 2,1.5,NSW
MG,2021.0,HS,SUV,2021 MG HS Core,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3,31456.0,White,"Albion Park Rail, NSW",4.0,SUV,4.0,5.0,24990.0,MG HS,1.5,NSW
Hyundai,2017.0,Tucson,SUV,2017 Hyundai Tucson Highlander (awd),USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,7.7,98438.0,Grey,"Croydon, NSW",4.0,SUV,4.0,5.0,26990.0,Hyundai Tucson,1.6,NSW
Nissan,2019.0,Leaf,Hatchback,2019 Nissan Leaf,USED,Automatic,0 L,Front,Electric,0.0,41289.0,Blue,"Five Dock, NSW",0.0,Hatchback,5.0,5.0,47995.0,Nissan Leaf,0.0,NSW
BMW,2015.0,740I,Sedan,2015 BMW 740I,USED,Automatic,"6 cyl, 3 L",Rear,Premium,7.0,68597.0,Blue,"Waterloo, NSW",6.0,Sedan,4.0,5.0,71300.0,BMW 740I,3.0,NSW
Renault,2003.0,Laguna,Hatchback,2003 Renault Laguna Privilege,USED,Automatic,"6 cyl, 2.9 L",Front,Premium,11.5,102701.0,Silver,"Brighton, SA",6.0,Hatchback,5.0,5.0,6990.0,Renault Laguna,2.9,SA
Mazda,2014.0,3,Sedan,2014 Mazda 3 SP25 Astina,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6.0,113960.0,Red,"Albion Park Rail, NSW",4.0,Sedan,4.0,5.0,20990.0,Mazda 3,2.5,NSW
Hyundai,2016.0,Tucson,SUV,2016 Hyundai Tucson Elite (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.8,126285.0,Grey,"Arncliffe, NSW",4.0,SUV,4.0,5.0,26990.0,Hyundai Tucson,2.0,NSW
Mazda,2011.0,2,Hatchback,2011 Mazda 2 NEO,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.8,148038.0,Grey,"Lidcombe, NSW",4.0,Hatchback,5.0,5.0,11990.0,Mazda 2,1.5,NSW
Isuzu,2018.0,D-MAX,Ute / Tray,2018 Isuzu D-MAX SX HI-Ride (4X2),USED,Automatic,"4 cyl, 3 L",Rear,Diesel,7.7,325685.0,White,"Windang, NSW",4.0,Ute / Tray,4.0,5.0,19888.0,Isuzu D-MAX,3.0,NSW
Audi,2023.0,SQ5,Southern Classic Cars - New & Demo,2023 Audi SQ5 3.0 TDI Quattro Mhev,DEMO,Automatic,"6 cyl, 3 L",AWD,Hybrid,7.0,1002.0,White,"Wollongong, NSW",6.0,SUV,4.0,5.0,129990.0,Audi SQ5,3.0,NSW
Volkswagen,2006.0,Multivan,Commercial,2006 Volkswagen Multivan Highline,USED,Automatic,"6 cyl, 3.2 L",Front,Premium,12.9,322043.0,Grey,"Chester Hill, NSW",6.0,Commercial,4.0,7.0,9999.0,Volkswagen Multivan,3.2,NSW
Hyundai,2017.0,I40,Wagon,2017 Hyundai I40 Active Tourer,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.5,134645.0,Silver,"East Maitland, NSW",4.0,Wagon,4.0,5.0,21983.0,Hyundai I40,2.0,NSW
Suzuki,2010.0,Alto,Hatchback,2010 Suzuki Alto GLX,USED,Manual,"3 cyl, 1 L",Front,Premium,4.8,114350.0,White,"Morphett Vale, SA",3.0,Hatchback,5.0,4.0,7990.0,Suzuki Alto,1.0,SA
Toyota,2012.0,Kluger,SUV,2012 Toyota Kluger Grande (4X4),USED,Automatic,"6 cyl, 3.5 L",4WD,Unleaded,11.6,60000.0,Other,"Campsie, NSW",6.0,SUV,4.0,7.0,30950.0,Toyota Kluger,3.5,NSW
Mitsubishi,2018.0,Triton,Ute / Tray,2018 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6,115569.0,White,"Warwick Farm, NSW",4.0,Ute / Tray,4.0,5.0,32945.0,Mitsubishi Triton,2.4,NSW
Jeep,2019.0,Grand,SUV,2019 Jeep Grand Cherokee Limited (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Premium,10.0,40042.0,Grey,"Narellan, NSW",6.0,SUV,4.0,5.0,49888.0,Jeep Grand,3.6,NSW
Kia,2018.0,Sportage,SUV,2018 Kia Sportage SI Premium (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.4,87559.0,White,"Melrose Park, SA",4.0,SUV,4.0,5.0,27990.0,Kia Sportage,2.0,SA
Hyundai,2010.0,I30,Hatchback,2010 Hyundai I30 SLX,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6,183501.0,Black,"Lidcombe, NSW",4.0,Hatchback,5.0,5.0,9990.0,Hyundai I30,2.0,NSW
Holden,2018.0,Captiva,SUV,2018 Holden Captiva 7 LT (awd),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.1,118000.0,Other,"Wollongong, NSW",4.0,SUV,4.0,7.0,18999.0,Holden Captiva,2.2,NSW
Nissan,2015.0,Patrol,SUV,2015 Nissan Patrol ST (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,11.8,74061.0,White,"Tuggerah, NSW",4.0,SUV,4.0,7.0,49990.0,Nissan Patrol,3.0,NSW
Ford,2016.0,Focus,Hatchback,2016 Ford Focus Trend,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.2,43397.0,White,"Tuggerah, NSW",4.0,Hatchback,5.0,5.0,21990.0,Ford Focus,1.5,NSW
MG,2022.0,MG3,Alto Blacktown MG,2022 MG MG3 Auto Excite (with Navigation),NEW,Automatic,"4 cyl, 1.5 L",Front,Premium,6.7,15.0,Silver,"Blacktown, NSW",4.0,Hatchback,5.0,5.0,20990.0,MG MG3,1.5,NSW
Holden,2013.0,Colorado,SUV,2013 Holden Colorado 7 LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.4,180337.0,Silver,"Warners Bay, NSW",4.0,SUV,4.0,7.0,27990.0,Holden Colorado,2.8,NSW
Hyundai,2013.0,Veloster,Hatchback,2013 Hyundai Veloster +,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.4,109453.0,Red,"Melrose Park, SA",4.0,Hatchback,3.0,4.0,18990.0,Hyundai Veloster,1.6,SA
Toyota,2019.0,RAV4,SUV,2019 Toyota RAV4 GXL (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.5,45718.0,Silver,"Belmore, NSW",4.0,SUV,5.0,5.0,40888.0,Toyota RAV4,2.0,NSW
Toyota,2018.0,Corolla,Hatchback,2018 Toyota Corolla SX,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.0,94752.0,Red,"Warwick Farm, NSW",4.0,Hatchback,5.0,5.0,27995.0,Toyota Corolla,2.0,NSW
Mitsubishi,2011.0,Express,Commercial,2011 Mitsubishi Express SWB,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,12.0,135954.0,White,"Tuggerah, NSW",4.0,Commercial,2.0,2.0,10990.0,Mitsubishi Express,2.4,NSW
Ford,2018.0,Mondeo,Hatchback,2018 Ford Mondeo Ambiente,USED,Automatic,"4 cyl, 2 L",Front,Diesel,5.1,77118.0,Black,"Cheltenham, SA",4.0,Hatchback,5.0,5.0,21990.0,Ford Mondeo,2.0,SA
Toyota,2021.0,RAV4,SUV,2021 Toyota RAV4 Edge (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8,26922.0,Red,"North Wollongong, NSW",4.0,SUV,5.0,5.0,64990.0,Toyota RAV4,2.5,NSW
Hyundai,2022.0,I30,Hatchback,2022 Hyundai I30 N Drive-N Limited Edition,USED,Manual,"4 cyl, 2 L",Front,Premium,8.5,2453.0,Black,"North Wollongong, NSW",4.0,Hatchback,5.0,5.0,57990.0,Hyundai I30,2.0,NSW
Subaru,2007.0,Impreza,Hatchback,2007 Subaru Impreza RS (awd),USED,Manual,"4 cyl, 2 L",AWD,Premium,8.9,165664.0,Silver,"Maryville, NSW",4.0,Hatchback,5.0,5.0,9980.0,Subaru Impreza,2.0,NSW
