Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price,Brand & Model,LitersinEngine,State
Mitsubishi,2018.0,ASX,SUV,2018 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6,78472.0,Black,"Brookvale, NSW",4.0,SUV,4.0,5.0,23590.0,Mitsubishi ASX,2.0,NSW
Volvo,2017.0,XC60,SUV,2017 Volvo XC60 D5 Luxury,USED,Automatic,"5 cyl, 2.4 L",AWD,Diesel,6.9,61870.0,Other,"Elderslie, NSW",5.0,SUV,4.0,5.0,33777.0,Volvo XC60,2.4,NSW
Holden,2013.0,Commodore,Sedan,2013 Holden Commodore SS,USED,Automatic,"8 cyl, 6 L",Rear,Premium,11.5,115612.0,Other,"Tuggerah, NSW",8.0,Sedan,4.0,5.0,36990.0,Holden Commodore,6.0,NSW
Mazda,2019.0,CX-5,SUV,2019 Mazda CX-5 Maxx Sport (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9,48400.0,Blue,"Arncliffe, NSW",4.0,SUV,4.0,5.0,33990.0,Mazda CX-5,2.0,NSW
Holden,2019.0,Commodore,Hatchback,2019 Holden Commodore RS,USED,Automatic,"6 cyl, 3.6 L",AWD,Unleaded,8.9,108590.0,White,"Cheltenham, SA",6.0,Hatchback,5.0,5.0,22990.0,Holden Commodore,3.6,SA
Subaru,2020.0,Forester,SUV,2020 Subaru Forester 2.5I-S (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4,91346.0,Grey,"New Lambton, NSW",4.0,SUV,4.0,5.0,34990.0,Subaru Forester,2.5,NSW
Toyota,2022.0,RAV4,SUV,2022 Toyota RAV4 Cruiser (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8,16180.0,Grey,"North Wollongong, NSW",4.0,SUV,5.0,5.0,64490.0,Toyota RAV4,2.5,NSW
Mazda,2021.0,2,Hatchback,2021 Mazda 2 G15 Pure,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,5.2,4835.0,Red,"Wollongong, NSW",4.0,Hatchback,5.0,5.0,29990.0,Mazda 2,1.5,NSW
Toyota,2019.0,Hilux,Ute / Tray,2019 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.6,90231.0,Black,"North Wollongong, NSW",4.0,Ute / Tray,2.0,4.0,55990.0,Toyota Hilux,2.8,NSW
Volkswagen,2008.0,Passat,Sedan,2008 Volkswagen Passat 2.0 TDI,USED,Automatic,"4 cyl, 2 L",Front,Diesel,6.6,172671.0,Other,"Leichhardt, NSW",4.0,Sedan,4.0,5.0,7420.0,Volkswagen Passat,2.0,NSW
Kia,2022.0,Cerato,Hatchback,2022 Kia Cerato Sport+,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4,4451.0,White,"North Wollongong, NSW",4.0,Hatchback,5.0,5.0,32990.0,Kia Cerato,2.0,NSW
Audi,2020.0,Q2,SUV,2020 Audi Q2 35 Tfsi Design Edition 2,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.6,62355.0,White,"Waterloo, NSW",4.0,SUV,4.0,5.0,37500.0,Audi Q2,1.4,NSW
Toyota,2018.0,RAV4,SUV,2018 Toyota RAV4 GX (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.5,93914.0,Other,"Cheltenham, SA",4.0,SUV,4.0,5.0,30990.0,Toyota RAV4,2.2,SA
HSV,2015.0,GTS,Sedan,2015 HSV GTS,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,15.0,59521.0,Black,"Singleton, NSW",8.0,Sedan,4.0,5.0,119888.0,HSV GTS,6.2,NSW
Hyundai,2017.0,Santa,SUV,2017 Hyundai Santa FE Active X,USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,10.5,62546.0,White,"Arncliffe, NSW",6.0,SUV,4.0,7.0,29990.0,Hyundai Santa,3.3,NSW
Ford,2017.0,Ranger,Ute / Tray,2017 Ford Ranger XL 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.8,170918.0,White,"Cheltenham, SA",5.0,Ute / Tray,4.0,5.0,28990.0,Ford Ranger,3.2,SA
Renault,2012.0,Koleos,SUV,2012 Renault Koleos Dynamique (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,9.5,80673.0,Black,"Minchinbury, NSW",4.0,SUV,4.0,5.0,13800.0,Renault Koleos,2.5,NSW
Kia,2015.0,Carnival,Wagon,2015 Kia Carnival Platinum,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,7.7,173700.0,Grey,"New Lambton, NSW",4.0,Wagon,4.0,8.0,27990.0,Kia Carnival,2.2,NSW
Toyota,2018.0,Kluger,SUV,2018 Toyota Kluger GXL (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.1,79734.0,White,"Tuggerah, NSW",6.0,SUV,4.0,7.0,42990.0,Toyota Kluger,3.5,NSW
Mazda,2021.0,CX-30,SUV,2021 Mazda CX-30 G25 Astina (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6.6,24014.0,Blue,"McDougalls Hill, NSW",4.0,SUV,4.0,5.0,37990.0,Mazda CX-30,2.5,NSW
Toyota,2021.0,Kluger,SUV,2021 Toyota Kluger GXL Hybrid AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,5.6,62178.0,White,"Albion Park Rail, NSW",4.0,SUV,5.0,7.0,64490.0,Toyota Kluger,2.5,NSW
Hyundai,2018.0,Santa,SUV,2018 Hyundai Santa FE Active Crdi (awd),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.5,116019.0,Red,"Cheltenham, SA",4.0,SUV,4.0,7.0,31990.0,Hyundai Santa,2.2,SA
MG,2021.0,MG3,Hatchback,2021 MG MG3 Auto Core,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,6.7,33955.0,Other,"Smithfield, NSW",4.0,Hatchback,5.0,5.0,14800.0,MG MG3,1.5,NSW
Holden,2017.0,Trailblazer,SUV,2017 Holden Trailblazer LT (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.6,168096.0,White,"Singleton, NSW",4.0,SUV,4.0,7.0,33888.0,Holden Trailblazer,2.8,NSW
Land,2020.0,Rover,SUV,2020 Land Rover Range Rover Sport DI6 HSE Mhev (221KW),USED,Automatic,"6 cyl, 3 L",AWD,Hybrid,8.0,42012.0,White,"Wollongong, NSW",6.0,SUV,5.0,5.0,138000.0,Land Rover,3.0,NSW
Toyota,2016.0,Camry,Sedan,2016 Toyota Camry Altise,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9,98122.0,White,"Morphett Vale, SA",4.0,Sedan,4.0,5.0,20980.0,Toyota Camry,2.5,SA
Volkswagen,2017.0,Caddy,Commercial,2017 Volkswagen Caddy SWB TSI220,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,6.0,105841.0,White,"Cardiff, NSW",4.0,Commercial,3.0,2.0,26913.0,Volkswagen Caddy,1.4,NSW
Kia,2017.0,Carnival,Wagon,2017 Kia Carnival Platinum,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,7.7,42680.0,Black,"Blacktown, NSW",4.0,Wagon,4.0,8.0,43530.0,Kia Carnival,2.2,NSW
Holden,2012.0,Barina,Hatchback,2012 Holden Barina CD,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.7,144076.0,White,"Minchinbury, NSW",4.0,Hatchback,5.0,5.0,11995.0,Holden Barina,1.6,NSW
Ford,2017.0,Ecosport,SUV,2017 Ford Ecosport Trend,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,6.5,32401.0,Silver,"West Gosford, NSW",4.0,SUV,4.0,5.0,17888.0,Ford Ecosport,1.5,NSW
Mazda,2016.0,BT-50,Ute / Tray,2016 Mazda BT-50 XT (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,8.9,68577.0,White,"Wollongong, NSW",5.0,Ute / Tray,4.0,4.0,40990.0,Mazda BT-50,3.2,NSW
Kia,2018.0,Carnival,Wagon,2018 Kia Carnival S,USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,11.6,57553.0,Silver,"Singleton, NSW",6.0,Wagon,4.0,8.0,38888.0,Kia Carnival,3.3,NSW
Kia,2008.0,RIO,Hatchback,2008 Kia RIO EX,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,6.9,255250.0,Blue,"Kellyville, NSW",4.0,Hatchback,5.0,5.0,2999.0,Kia RIO,1.6,NSW
Toyota,2019.0,RAV4,SUV,2019 Toyota RAV4 GXL (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.5,57902.0,Silver,"Pennant Hills, NSW",4.0,SUV,5.0,5.0,39999.0,Toyota RAV4,2.0,NSW
Volkswagen,2019.0,Tiguan,SUV,2019 Volkswagen Tiguan 132 TSI R-Line Edition,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.5,149098.0,Black,"Yallah, NSW",4.0,SUV,4.0,5.0,28950.0,Volkswagen Tiguan,2.0,NSW
Toyota,2017.0,Corolla,Hatchback,2017 Toyota Corolla Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.1,65903.0,White,"Melrose Park, SA",4.0,Hatchback,5.0,5.0,26980.0,Toyota Corolla,1.8,SA
Nissan,2016.0,Navara,Ute / Tray,2016 Nissan Navara RX (4X4),USED,Manual,"4 cyl, 2.3 L",4WD,Diesel,6.6,83161.0,White,"Singleton, NSW",4.0,Ute / Tray,4.0,5.0,29990.0,Nissan Navara,2.3,NSW
Ford,2016.0,Mondeo,Wagon,2016 Ford Mondeo Titanium Tdci,USED,Automatic,"4 cyl, 2 L",Front,Diesel,5.3,88969.0,Blue,"Haberfield, NSW",4.0,Wagon,4.0,5.0,22890.0,Ford Mondeo,2.0,NSW
Mini,2016.0,Cooper,Hatchback,2016 Mini Cooper JCW,USED,Automatic,"4 cyl, 2 L",Other,Premium,5.8,58420.0,Black,"Waterloo, NSW",4.0,Hatchback,2.0,4.0,35900.0,Mini Cooper,2.0,NSW
Mazda,2008.0,6,Hatchback,2008 Mazda 6 Classic,USED,Manual,"4 cyl, 2.5 L",Front,Premium,8.6,162895.0,Black,"Campbelltown, NSW",4.0,Hatchback,5.0,5.0,10950.0,Mazda 6,2.5,NSW
Toyota,2007.0,Landcruiser,SUV,2007 Toyota Landcruiser GXL (4X4),USED,Automatic,"8 cyl, 4.7 L",4WD,Unleaded,16.4,350465.0,Silver,"Dapto, NSW",8.0,SUV,4.0,8.0,29999.0,Toyota Landcruiser,4.7,NSW
Mercedes-Benz,2018.0,X250,Ute / Tray,2018 Mercedes-Benz X250 D Power (4Matic),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7.9,64123.0,Red,"Taree, NSW",4.0,Ute / Tray,4.0,5.0,47990.0,Mercedes-Benz X250,2.3,NSW
Nissan,2018.0,Navara,Ute / Tray,2018 Nissan Navara ST (4X2),USED,Automatic,"4 cyl, 2.3 L",Front,Diesel,6.8,135419.0,White,"Melrose Park, SA",4.0,Ute / Tray,4.0,5.0,29990.0,Nissan Navara,2.3,SA
Mazda,2017.0,MX-5,Convertible,2017 Mazda MX-5 Roadster GT,USED,Manual,"4 cyl, 2 L",Rear,Premium,6.9,31214.0,White,"Wollongong, NSW",4.0,Convertible,2.0,2.0,39990.0,Mazda MX-5,2.0,NSW
Toyota,2021.0,Hilux,Ute / Tray,2021 Toyota Hilux Rogue (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.4,60752.0,Black,"Albion Park, NSW",4.0,Ute / Tray,4.0,5.0,68990.0,Toyota Hilux,2.8,NSW
Isuzu,2017.0,D-MAX,Ute / Tray,2017 Isuzu D-MAX SX HI-Ride (4X2),USED,Automatic,"4 cyl, 3 L",Rear,Diesel,7.5,199879.0,White,"Minchinbury, NSW",4.0,Ute / Tray,2.0,2.0,19800.0,Isuzu D-MAX,3.0,NSW
Jeep,2015.0,Wrangler,SUV,2015 Jeep Wrangler Unlimited Renegade Sport (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Unleaded,11.7,152274.0,Blue,"Granville, NSW",6.0,SUV,4.0,5.0,36950.0,Jeep Wrangler,3.6,NSW
Toyota,2019.0,Camry,Sedan,2019 Toyota Camry Ascent (hybrid),USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.2,9609.0,White,"Upper Ferntree Gully, VIC",4.0,Sedan,4.0,5.0,41000.0,Toyota Camry,2.5,VIC
Ford,2012.0,Falcon,Sedan,2012 Ford Falcon G6 Ecoboost,USED,Automatic,"4 cyl, 2 L",Rear,Unleaded,8.5,134455.0,Silver,"Cheltenham, SA",4.0,Sedan,4.0,5.0,14990.0,Ford Falcon,2.0,SA
Toyota,2018.0,RAV4,SUV,2018 Toyota RAV4 GXL (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.5,125307.0,White,"Boolaroo, NSW",4.0,SUV,4.0,5.0,29800.0,Toyota RAV4,2.5,NSW
MG,2022.0,ZST,Southern Classic Cars - New & Demo,2022 MG ZST Excite,NEW,Automatic,"3 cyl, 1.3 L",Front,Unleaded,7.3,30.0,Blue,"Wollongong, NSW",3.0,SUV,5.0,5.0,31690.0,MG ZST,1.3,NSW
Hyundai,2016.0,Iload,Commercial,2016 Hyundai Iload,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,8.8,180816.0,Grey,"Lidcombe, NSW",4.0,Commercial,4.0,3.0,22995.0,Hyundai Iload,2.5,NSW
Ford,2017.0,Mustang,Coupe,2017 Ford Mustang Fastback GT 5.0 V8,USED,Automatic,"8 cyl, 5 L",Rear,Premium,12.6,67461.0,White,"Albion Park Rail, NSW",8.0,Coupe,2.0,4.0,54990.0,Ford Mustang,5.0,NSW
Nissan,2010.0,Murano,SUV,2010 Nissan Murano TI,USED,Automatic,"6 cyl, 3.5 L",4WD,Unleaded,10.9,143052.0,Silver,"Townsville, QLD",6.0,SUV,4.0,5.0,15888.0,Nissan Murano,3.5,QLD
Holden,2018.0,Trailblazer,SUV,2018 Holden Trailblazer LT (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.6,165614.0,White,"Revesby, NSW",4.0,SUV,4.0,7.0,29990.0,Holden Trailblazer,2.8,NSW
Toyota,2019.0,Landcruiser,SUV,2019 Toyota Landcruiser LC200 VX (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,9.5,104589.0,Black,"Albion Park Rail, NSW",8.0,SUV,4.0,7.0,103990.0,Toyota Landcruiser,4.5,NSW
Nissan,2015.0,Qashqai,SUV,2015 Nissan Qashqai ST (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9,92834.0,Black,"Wollongong, NSW",4.0,SUV,4.0,5.0,20390.0,Nissan Qashqai,2.0,NSW
Hyundai,2005.0,Getz,Hatchback,2005 Hyundai Getz FX,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.8,132595.0,Black,"Minto, NSW",4.0,Hatchback,3.0,5.0,4500.0,Hyundai Getz,1.5,NSW
Volkswagen,2017.0,Tiguan,SUV,2017 Volkswagen Tiguan 110 TSI Trendline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,6.3,147345.0,Other,"Townsville, QLD",4.0,SUV,4.0,5.0,23888.0,Volkswagen Tiguan,1.4,QLD
Land,2012.0,Rover,SUV,2012 Land Rover Range Rover Evoque SD4 Pure,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.5,234933.0,Black,"Mcgraths Hill, NSW",4.0,SUV,5.0,5.0,21990.0,Land Rover,2.2,NSW
Mazda,2012.0,6,Wagon,2012 Mazda 6 GT,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,5.4,179262.0,Grey,"Beresfield, NSW",4.0,Wagon,4.0,5.0,12800.0,Mazda 6,2.2,NSW
Toyota,2018.0,Yaris,Hatchback,2018 Toyota Yaris Ascent,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,6.4,75844.0,Silver,"Albion Park, NSW",4.0,Hatchback,5.0,5.0,18990.0,Toyota Yaris,1.3,NSW
Volkswagen,2022.0,Tiguan,Bayford Volkswagen Fairfield,2022 Volkswagen Tiguan 235TSI R,DEMO,Automatic,"4 cyl, 2 L",AWD,Premium,8.8,135.0,Blue,"Fairfield, VIC",4.0,SUV,4.0,5.0,82450.0,Volkswagen Tiguan,2.0,VIC
BMW,2015.0,X5,SUV,2015 BMW X5 Xdrive 50I,USED,Automatic,"8 cyl, 4.4 L",AWD,Premium,10.5,92412.0,Black,"Liverpool, NSW",8.0,SUV,4.0,5.0,56990.0,BMW X5,4.4,NSW
Toyota,2020.0,Corolla,Hatchback,2020 Toyota Corolla ZR TWO Tone Option,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.0,16240.0,White,"Belmore, NSW",4.0,Hatchback,5.0,5.0,38990.0,Toyota Corolla,2.0,NSW
Ford,2023.0,Everest,SUV,2023 Ford Everest Sport (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,8.5,24.0,Black,"Albion Park, NSW",6.0,SUV,4.0,7.0,93990.0,Ford Everest,3.0,NSW
Hyundai,2020.0,I30,Hatchback,2020 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4,58119.0,White,"Albion Park, NSW",4.0,Hatchback,4.0,5.0,21888.0,Hyundai I30,2.0,NSW
Mercedes-Benz,2016.0,CLA200,Sedan,2016 Mercedes-Benz CLA200,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,5.7,112092.0,White,"Townsville, QLD",4.0,Sedan,4.0,5.0,34888.0,Mercedes-Benz CLA200,1.6,QLD
Ford,2017.0,Ranger,Ute / Tray,2017 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,"4 cyl, 2.2 L",Rear,Diesel,7.5,219442.0,White,"Minchinbury, NSW",4.0,Ute / Tray,4.0,5.0,29995.0,Ford Ranger,2.2,NSW
Volkswagen,2018.0,Polo,Hatchback,2018 Volkswagen Polo 70TSI Trendline,USED,Automatic,"3 cyl, 1 L",Front,Premium,5.0,31137.0,White,"Beresfield, NSW",3.0,Hatchback,5.0,5.0,19800.0,Volkswagen Polo,1.0,NSW
Volkswagen,2014.0,Passat,Wagon,2014 Volkswagen Passat 130 TDI Highline,USED,Automatic,"4 cyl, 2 L",Front,Diesel,5.4,108186.0,Silver,"Maryville, NSW",4.0,Wagon,4.0,5.0,17980.0,Volkswagen Passat,2.0,NSW
Ford,2019.0,Ranger,Ute / Tray,2019 Ford Ranger XLT 3.2 HI-Rider (4X2),USED,Automatic,"5 cyl, 3.2 L",Rear,Diesel,8.2,169188.0,Red,"Penrith, NSW",5.0,Ute / Tray,4.0,5.0,35950.0,Ford Ranger,3.2,NSW
MG,2022.0,MG3,Hatchback,2022 MG MG3 Auto Core,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,6.7,17011.0,Other,"West Gosford, NSW",4.0,Hatchback,5.0,5.0,17888.0,MG MG3,1.5,NSW
Mazda,2017.0,6,Sedan,2017 Mazda 6 Touring,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6.6,64901.0,Red,"Upper Ferntree Gully, VIC",4.0,Sedan,4.0,5.0,30990.0,Mazda 6,2.5,VIC
Toyota,2004.0,Kluger,SUV,2004 Toyota Kluger CVX (4X4),USED,Automatic,"6 cyl, 3.3 L",4WD,Unleaded,12.3,299414.0,Red,"Minchinbury, NSW",6.0,SUV,4.0,7.0,8995.0,Toyota Kluger,3.3,NSW
Mazda,2014.0,2,Hatchback,2014 Mazda 2 NEO,USED,Manual,"4 cyl, 1.5 L",Front,Unleaded,5.4,63019.0,Other,"Hamilton East, NSW",4.0,Hatchback,5.0,5.0,12990.0,Mazda 2,1.5,NSW
Kia,2017.0,Carnival,Wagon,2017 Kia Carnival S,USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,11.6,131301.0,Silver,"Wollongong, NSW",6.0,Wagon,4.0,8.0,26888.0,Kia Carnival,3.3,NSW
Hyundai,2014.0,I40,Sedan,2014 Hyundai I40 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.5,159353.0,Silver,"Hamilton, NSW",4.0,Sedan,4.0,5.0,13990.0,Hyundai I40,2.0,NSW
Toyota,2005.0,Corolla,Hatchback,2005 Toyota Corolla Ascent Seca,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.8,257811.0,Blue,"Adamstown, NSW",4.0,Hatchback,5.0,5.0,7990.0,Toyota Corolla,1.8,NSW
Toyota,2019.0,Hilux,Ute / Tray,2019 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5,129084.0,Grey,"Mandurah, WA",4.0,Ute / Tray,4.0,5.0,53990.0,Toyota Hilux,2.8,WA
Volkswagen,2022.0,T-ROC,Bayford Volkswagen Fairfield,2022 Volkswagen T-ROC 140TSI R-Line,NEW,Automatic,"4 cyl, 2 L",AWD,Premium,7.3,16.0,Grey,"Fairfield, VIC",4.0,SUV,4.0,5.0,53842.0,Volkswagen T-ROC,2.0,VIC
Suzuki,2019.0,Vitara,SUV,2019 Suzuki Vitara 1.6L,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.2,121759.0,White,"Minchinbury, NSW",4.0,SUV,4.0,5.0,21995.0,Suzuki Vitara,1.6,NSW
Toyota,2013.0,Landcruiser,SUV,2013 Toyota Landcruiser GXL (4X4),USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,10.3,184560.0,Silver,"Wollongong, NSW",8.0,SUV,4.0,8.0,64850.0,Toyota Landcruiser,4.5,NSW
Volkswagen,2019.0,Golf,Hatchback,2019 Volkswagen Golf 110 TSI Highline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.4,54887.0,Grey,"Fairfield, VIC",4.0,Hatchback,5.0,5.0,33888.0,Volkswagen Golf,1.4,VIC
Mitsubishi,2017.0,Triton,Ute / Tray,2017 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6,172000.0,White,"Bibra Lake, WA",4.0,Ute / Tray,4.0,5.0,32975.0,Mitsubishi Triton,2.4,WA
Hyundai,2016.0,Iload,Commercial,2016 Hyundai Iload,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,8.8,193168.0,White,"Lidcombe, NSW",4.0,Commercial,4.0,3.0,21999.0,Hyundai Iload,2.5,NSW
Toyota,2012.0,Landcruiser,Ute / Tray,2012 Toyota Landcruiser GX (4X4),USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,11.5,286104.0,White,"Cardiff, NSW",8.0,Ute / Tray,2.0,3.0,52880.0,Toyota Landcruiser,4.5,NSW
Toyota,2023.0,Corolla,Hatchback,2023 Toyota Corolla Ascent Sport + Convenience PK,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.0,35.0,White,"Hamilton East, NSW",4.0,Hatchback,5.0,5.0,35970.0,Toyota Corolla,2.0,NSW
Toyota,2016.0,Landcruiser,Ute / Tray,2016 Toyota Landcruiser GX (4X4),USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,11.5,127440.0,White,"Lithgow, NSW",8.0,Ute / Tray,2.0,3.0,71990.0,Toyota Landcruiser,4.5,NSW
Volkswagen,2022.0,Touareg,Bayford Volkswagen Fairfield,2022 Volkswagen Touareg 170TDI,DEMO,Automatic,"6 cyl, 3 L",AWD,Diesel,6.8,1855.0,White,"Fairfield, VIC",6.0,SUV,4.0,5.0,88990.0,Volkswagen Touareg,3.0,VIC
Ford,2022.0,Escape,SUV,2022 Ford Escape ST-Line (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.6,11529.0,Black,"Osborne Park, WA",4.0,SUV,4.0,5.0,39800.0,Ford Escape,2.0,WA
Hyundai,2011.0,I30,Wagon,2011 Hyundai I30 CW SX 1.6 Crdi,USED,Manual,"4 cyl, 1.6 L",Front,Diesel,4.7,181225.0,Blue,"Lambton, NSW",4.0,Wagon,4.0,5.0,7990.0,Hyundai I30,1.6,NSW
Toyota,2019.0,Landcruiser,SUV,2019 Toyota Landcruiser Prado VX (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.0,75001.0,White,"Albion Park Rail, NSW",4.0,SUV,4.0,7.0,72990.0,Toyota Landcruiser,2.8,NSW
Toyota,2011.0,Hiace,Commercial,2011 Toyota Hiace LWB,USED,Automatic,"4 cyl, 3 L",Rear,Diesel,8.0,163866.0,Silver,"Lidcombe, NSW",4.0,Commercial,4.0,3.0,24999.0,Toyota Hiace,3.0,NSW
Nissan,2015.0,Pulsar,Sedan,2015 Nissan Pulsar ST,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.7,186037.0,Silver,"Wickham, NSW",4.0,Sedan,4.0,5.0,7865.0,Nissan Pulsar,1.8,NSW
BMW,2012.0,125I,Hatchback,2012 BMW 125I Sportline,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.4,177411.0,Grey,"Molendinar, QLD",4.0,Hatchback,5.0,5.0,15990.0,BMW 125I,2.0,QLD
Toyota,2018.0,Hilux,Ute / Tray,2018 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5,69968.0,White,"Bibra Lake, WA",4.0,Ute / Tray,4.0,5.0,52975.0,Toyota Hilux,2.8,WA
Audi,2017.0,Q5,SUV,2017 Audi Q5 2.0 TDI Quattro Sport,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.5,92876.0,White,"Maitland, NSW",4.0,SUV,4.0,5.0,39888.0,Audi Q5,2.0,NSW
Holden,2017.0,Colorado,Ute / Tray,2017 Holden Colorado Z71 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.1,83612.0,Grey,"Yallah, NSW",4.0,Ute / Tray,4.0,5.0,39850.0,Holden Colorado,2.8,NSW
Hyundai,2022.0,Venue,SUV,2022 Hyundai Venue Active,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.2,1387.0,White,"Hamilton East, NSW",4.0,SUV,4.0,5.0,26990.0,Hyundai Venue,1.6,NSW
Toyota,2019.0,Hilux,Ute / Tray,2019 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5,92608.0,White,"Bassendean, WA",4.0,Ute / Tray,4.0,5.0,49290.0,Toyota Hilux,2.8,WA
Suzuki,2019.0,Swift,Hatchback,2019 Suzuki Swift GL (qld),USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,4.8,105783.0,Red,"Minchinbury, NSW",4.0,Hatchback,5.0,5.0,19880.0,Suzuki Swift,1.2,NSW
Subaru,2013.0,BRZ,Coupe,2013 Subaru BRZ,USED,Manual,"4 cyl, 2 L",Rear,Premium,7.8,132193.0,Blue,"Hamilton, NSW",4.0,Coupe,2.0,4.0,21990.0,Subaru BRZ,2.0,NSW
Hyundai,2020.0,Santa,SUV,2020 Hyundai Santa FE Highlander Crdi BLK-BGE (awd),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.5,52731.0,Black,"Dudley Park, WA",4.0,SUV,4.0,7.0,47450.0,Hyundai Santa,2.2,WA
Nissan,2008.0,Tiida,Hatchback,2008 Nissan Tiida ST-L,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7.6,97770.0,Silver,"Mayfield West, NSW",4.0,Hatchback,5.0,5.0,8990.0,Nissan Tiida,1.8,NSW
